Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
195103,-2.77,1.18,-3.04,-2.38,-0.91,-1.1,-2.1,1.7,-1.39,-2.84
195104,0.95,3.42,6.85,10.81,3.17,0.85,0.39,10.41,0.22,3.74
195105,-1.27,-5.32,-2.14,-3.01,-2.77,-0.41,-1.32,1.57,-0.05,-3.26
195106,-3.58,-6.83,-3.8,1.09,-1.6,-0.18,-2.71,0.83,-0.41,-5.11
195107,3.13,3.1,8.45,11.37,6,2.8,2.91,14.42,5.3,7.39
195108,3.51,7,4.87,5.74,5.92,2.64,2.69,-1.38,2.13,3.46
195109,-0.41,2.66,0.23,-0.76,3.44,-0.04,3.2,-1.84,1.33,3.59
195110,-3.12,-2.04,-4.15,1.17,-5.76,-1.08,-3.09,-5.94,0.71,-3.62
195111,-0.06,2.01,0.43,-0.79,2.12,0.49,1.45,-0.5,1.66,2.12
195112,1.91,2.48,4.57,4.72,5.05,0.87,-0.24,5.11,3.27,2.13
195201,0.52,-1.17,-0.3,6.6,-1.87,0.17,-0.49,0.73,3.08,3.32
195202,-2.01,0.46,-3.84,-3.39,-3.42,-0.63,-3.66,-4.22,0.69,-1.58
195203,1.71,8.33,2.97,8.72,4.95,1.26,2.52,0.37,2.23,5.85
195204,-3.32,-3,-6.62,-7.65,-3.44,-0.74,-1.77,-5.46,-1.8,-3.38
195205,2.14,4.01,4.28,3.51,2.96,1.03,2.64,2.53,2.99,2.94
195206,2.87,5.24,4.32,5.45,5.66,2.06,2.93,-0.97,1.1,4.02
195207,0.65,2.53,2.22,-1.02,1.64,0.24,1.94,-4.39,2.17,1.15
195208,0.96,2.04,-1.66,-2.66,-0.32,0.88,-0.3,-0.55,1.91,-0.13
195209,-2.81,-0.78,-2.1,-4.3,0.9,-0.34,-0.76,-4.1,0.36,-1.36
195210,-1.23,1.2,-1.55,0.38,-1.11,0.92,-1.1,-1.47,0.47,-1.57
195211,5.91,6.52,8.71,2.07,8.87,4.07,4.54,7.25,5.18,7.27
195212,1.47,7.01,2.67,4.55,2.79,0.88,1.29,-1.96,1.8,3.74
195301,2.01,-0.36,0.66,-2.99,-2.13,1.02,0.83,-5.12,0.94,1.07
195302,1.69,-1.17,-0.98,0.33,0.49,-0.43,-0.15,2.09,0.41,-0.22
195303,-1.64,-4.38,-1.63,-0.56,-0.81,-0.43,-0.48,-0.16,0.16,-1.44
195304,-0.24,-1.97,-2.68,-5.18,-0.86,-1.04,-0.8,-5.35,-3.21,-3.21
195305,0.22,-0.02,0.24,1.84,1.05,0.36,1.51,-0.03,0.04,1.44
195306,-0.86,-3.33,-2.32,-0.08,-2.06,0.5,-2.2,-3.29,-3.06,-2.05
195307,2.64,0.72,2.61,3.93,2.19,0.94,1.97,3.66,3.36,1.42
195308,-3.42,-6.36,-4.85,-6.37,-4.52,-0.84,-2.34,0.05,-0.37,-6.77
195309,0.16,-0.82,1.18,-1.92,3.09,1.78,0.1,0.43,1.61,-0.99
195310,0.72,7.74,6.02,5.64,7.15,1.38,0.86,2.66,4.51,3.69
195311,0.56,0.49,4.18,1.99,4.82,2.26,3.34,7.98,3,2.77
195312,-0.5,-1.21,0.64,0.44,0.5,0.54,1.25,-1.34,0.59,-2.29
195401,4.17,5.28,4.55,8.64,6.9,1.89,3.32,5.65,3.3,6.64
195402,-0.23,1.71,0.97,2.8,5.34,2.57,0.44,-0.18,1.57,1.54
195403,1.41,3.51,4.88,4.28,8.59,1.72,0.38,0.28,3,1.8
195404,0.9,4.09,5.77,6.15,8.89,1.98,1.54,1.2,1.21,2.87
195405,2.48,4.48,4.4,2.97,-0.26,1.24,2.84,1.61,2.69,4.39
195406,0.76,1.19,3.62,-5.87,9.29,0.54,2.5,-2.43,1.34,1.49
195407,6.37,9.85,5.2,4.23,0.08,4.36,4.21,8.21,5.41,6.83
195408,-2.71,-3.36,-3.75,0.52,-4.29,-1.43,-0.21,-2.57,-1.72,-2.25
195409,3.83,14.47,6.6,10.01,7.3,2.49,4.84,2.82,2.01,4.33
195410,-2.25,-0.77,-1.11,-1.98,-1.78,-0.85,-2.53,-1.62,-3.8,0.58
195411,6.23,4.45,13.68,8.04,13.47,3.43,8.4,12.55,5.69,11.15
195412,4.33,7.27,6.54,6.47,2.9,1.58,2.26,6.13,3.58,9.36
195501,0.27,0.54,-0.12,0.41,4.14,0.8,1.73,-2.88,1.44,0.89
195502,1.57,-1.03,4.17,2.42,5.07,3.99,1.31,2.85,3.64,3.77
195503,-0.85,0.05,0.36,-0.23,-1.53,-0.19,-1.4,6.1,-0.71,0.93
195504,3.98,5.67,4.33,0.58,5.39,1.97,1.83,0.01,2.55,3.44
195505,-0.24,-1.13,3,-0.62,0.26,1.29,3.02,3.14,-0.13,1.63
195506,2.6,10.1,9.59,11.2,4.45,0.69,4.42,0.17,1.66,2.37
195507,1.95,18.82,-1.37,2.76,-3.06,2.61,2.03,0.14,3.68,-1.79
195508,-0.69,-4.27,3.12,-1.1,0.11,-2.44,1.64,0.15,0.07,0.46
195509,-1.68,8.75,-0.57,-0.38,-4.2,1.06,3.41,-3.2,-2.63,-2.5
195510,-0.81,-4.87,-3.16,-0.99,-5.46,-1.15,-2.51,0.81,-1.02,-2.83
195511,3.6,9.06,8.02,8.58,10.89,1.63,6,6.26,3.39,8.05
195512,1.2,-4.09,3.11,3.7,5.04,0.86,-0.75,6.22,-0.12,-0.73
195601,-1.62,-6.59,-4.71,0.54,-5.34,1.86,-4.41,-6.5,-0.33,-2.76
195602,1.18,5.73,4.87,4.27,6.05,0.16,2.81,8.25,1.92,3.17
195603,1.74,4.1,7.97,11.44,10.39,1.43,0.43,7.24,3.77,5.67
195604,0.81,-5.12,1.21,3.62,-0.51,-0.88,-1.82,2.74,-2.18,0.5
195605,-3.23,-4.45,-6.28,-6.37,-5.35,-1.06,-4.55,-1.24,-0.74,-5.47
195606,0.66,6.61,4.87,2.74,6.63,1.28,2.2,3.58,2.33,1.58
195607,1.98,4.58,6.25,6,5.28,2.69,4.8,3.1,5.23,2.42
195608,-1.37,0.61,-3.21,-5.27,-3.55,-1.36,-2.69,-3.07,-2.48,-3.56
195609,-3.23,-0.91,-6.16,-5.81,-6.85,-2.87,-4.57,-3.69,-3.86,-4.4
195610,0.4,-1.35,0.98,0.54,3.26,-1.39,1.48,0.58,1.14,1.1
195611,-0.42,-3.53,-0.94,5.31,0.68,1.52,-2.17,-1.31,0.42,0.22
195612,1.26,0.86,4.84,4.14,4.41,2.55,-0.6,6.05,1.82,2
195701,1.77,-4.86,-5.71,-4.12,-5.65,2.9,-1.29,-2.26,2.65,-0.55
195702,-1.41,-1.65,-2.78,-2.27,-0.65,0.32,-0.91,-0.35,-0.3,-2.56
195703,1.6,0.44,1.99,3.17,4.78,1.52,2.1,8.21,1.7,2.3
195704,1.39,7.35,3.6,6.94,8.39,0.45,0.25,5.43,3.18,3.15
195705,1.39,0.64,3.53,7.61,5.79,1.03,2.7,4.78,2.26,1.37
195706,-0.65,-0.23,0.23,-1.74,5.23,-2.09,-2.1,6.45,-5.09,-1.1
195707,0.93,3.29,0.54,0.99,1.06,-0.24,2.88,2.98,0,1.12
195708,-1.99,-2.74,-6.27,-5.74,-7.06,-0.12,-2.71,-2.26,-2.58,-5.41
195709,-1.15,-7.15,-6.89,-7.97,-6.38,-2.22,0.42,-3.71,-1.73,-6.63
195710,-2.13,-4.33,-4.67,-5.8,-1.79,-2.1,-3.93,-0.45,-0.7,-6.87
195711,3.36,-5.71,3.38,2.43,6.5,1.49,1.73,7.77,4.37,0.33
195712,0.44,-8.27,-4.57,-7,-3.3,1.26,-1.72,-0.38,2.56,-4.37
195801,7.45,5.51,5.43,1.58,4.01,4.26,7.49,-0.05,6.25,11
195802,2.04,-1.39,-1.97,-4.58,-1.69,0.66,1.41,4.92,1.27,-1.76
195803,4.2,2.65,1.52,7.91,2.58,1.17,4.09,7.53,1.97,2.51
195804,3.55,4.28,1.42,5.15,-0.14,2.7,2.99,7.52,5.1,4.55
195805,2.72,4.68,3.42,0.37,1.53,2.11,3.62,1.07,1.41,3.75
195806,2.65,2.64,2.36,4.95,3.59,1.66,2.14,3.23,2.19,2.88
195807,1.63,9.38,8.48,0.69,3.77,0.9,1.87,5.97,1.13,5.31
195808,2.93,-0.29,2.41,1.92,2.07,2.4,5.71,1.98,-1,3.07
195809,4.26,10.29,4.54,3.28,6.18,5.05,4.01,11.72,3.47,4.64
195810,2.51,1.84,3.06,1.33,4.44,1.45,1.22,1.05,4.28,3.64
195811,4.09,2.03,2.92,1.92,4.35,2.13,5.9,8.03,2.95,4.69
195812,2.66,3.08,5.2,1.25,13.06,13.3,5.71,4.61,5.94,3.04
195901,3.81,-0.18,0.8,0.51,-2.18,3.91,3.49,-0.62,1.25,1.97
195902,3,-1.4,3.62,-7.39,5.14,4.84,2.66,3.86,1.26,1.68
195903,0.3,-0.75,-0.23,2.14,2.32,-0.42,-1.66,4.26,1.63,-0.72
195904,3.01,9.77,4.16,1.72,8.39,4.63,1.53,11.92,-1.13,2.07
195905,1.34,6.24,4.05,-0.95,4.76,-1.04,2.71,-1.07,-1.1,0.65
195906,1.67,0.48,1.28,-2.72,-0.97,-1.06,2.26,6.59,-2.23,1.41
195907,3.7,8.09,3.73,4.96,0.52,0.6,2,4.74,3.84,0.17
195908,-0.39,3.23,-1.89,-3.13,-2.53,0.61,0.78,-3.52,1.33,-2.21
195909,-3.22,-4.29,-4.96,-6.9,-4.21,-0.96,-2.08,-4.96,-4.33,-4.07
195910,3.79,-1.1,1.42,1.17,5.06,1.3,0.82,2.38,0.88,0.18
195911,1.24,0.12,2.19,-0.41,9.21,-1.23,2.43,5.62,0.4,-0.51
195912,1.23,5.9,2.16,4.23,3.43,4.31,2.63,-1.63,2.13,2.08
196001,-3.35,-11.36,-8.41,-7.49,-9.83,0.95,-5.7,-6.35,-2.07,-4.42
196002,2.93,-2.07,0.49,-3.43,5.39,8.36,4.06,0.27,2.77,0.01
196003,-1.41,-5.26,-3.55,-0.8,1.58,0.14,0.16,1.61,1.77,-2.33
196004,1.54,-2.09,-3.53,-4.26,0.56,-1.05,-0.21,1.68,1.37,-1.11
196005,6.52,-0.51,3.86,-3.46,9.57,3.32,3.29,13.77,1.52,0.34
196006,4.32,0.69,1.68,3.52,1.42,-0.34,3.78,-0.16,5.79,2.83
196007,-0.95,-0.5,-4.16,0.7,-4.21,0.1,-3,-3.86,-1.23,-1.52
196008,4.52,3.2,1.7,4.1,1.16,7.11,3.14,2.46,4.46,3.01
196009,-3.41,-5.3,-7.03,-1,-8.73,-5.91,-8.39,-8.71,-4.55,-5.77
196010,1.65,-0.98,-0.97,2.43,-3.26,0.14,0.22,-3.49,-0.32,-0.85
196011,8.68,-0.7,4.84,3.4,7.02,4.19,6.93,4.04,3.79,6.74
196012,4.47,-0.22,3.93,5.3,3.04,12.45,2.26,6.22,6.42,4.17
196101,5.44,8.57,6.63,9.76,2.88,7.89,2.9,6.05,4.86,7.82
196102,6.65,4.43,5.05,0.73,2.7,0.75,4.95,5.19,3.68,5.66
196103,4.82,3.91,1.6,1.42,2.77,7.43,5.85,3.8,1.75,3.45
196104,-1.36,-1.04,-1.33,4.76,0.48,0.8,0.58,-0.3,1.87,0.51
196105,3.67,1.65,4.57,0.15,2.87,-1.04,4.09,2.28,2.5,4.21
196106,-1.42,-1.88,-2.96,-4.02,-3.35,-3.99,0.53,-3.38,-1.82,-3.87
196107,2.84,6.99,2.47,2.27,1.79,6.43,2.45,3.45,2.88,1.25
196108,5.13,2.03,2.46,0.2,4.48,0.26,3.26,3.84,3.8,5.3
196109,0.03,5.54,-4.46,-6.43,0.22,-2.77,0.4,-1.31,1.4,-1.82
196110,3.37,0.35,-0.23,6.62,3.37,0.19,9.02,3.52,5.3,2.28
196111,5.49,9.84,2.96,5.54,2.94,8.49,5.11,3.27,3.41,3.93
196112,-3.16,2.12,0.17,3.79,-0.69,3.33,-0.31,-2.02,-4.21,-1.84
196201,-6.17,-0.96,-3.55,0.09,-4.96,-6.08,-8.63,-4.62,-2.58,-1.4
196202,0.23,-1.52,1.4,5.35,-0.02,4.09,1.63,3.76,2.62,1.7
196203,-1.1,-1.17,-0.45,-1.66,0.21,-2.94,0.91,0.54,1.98,-1.85
196204,-6.74,-4.35,-7.94,-3.62,-11.06,-4.71,-4.42,-11.01,-2.79,-7.12
196205,-11.25,-5.1,-8.21,-4.98,-11.17,-7.11,-9.08,-10.9,-10.46,-7.92
196206,-8.8,-6.57,-9.54,-4.86,-11.57,-8.52,-10.26,-12.59,-5.1,-9.18
196207,5.22,8.67,5.37,4.9,11.32,7.23,4.36,7.78,7.45,5.72
196208,0.89,3.78,2.41,1.84,3.4,1.58,4.3,-7.92,3.17,3.84
196209,-5.63,-2.87,-5.73,-1.78,-8.88,-6.05,-6.58,-4.05,-2.84,-5.74
196210,-3.28,2.32,1.57,-0.29,-0.15,2.77,-1.33,2.47,-1.09,0.65
196211,12.09,7.15,13.16,10.71,14.57,7.16,11.18,17.59,7.6,14.88
196212,1.43,2.9,-0.99,4.69,-0.17,1.08,0.06,0.89,3.44,1.35
196301,5.94,6.38,5.73,2.69,5.64,4.13,4.09,5.65,5.26,5.24
196302,-3.04,-3.02,-2.57,-1.31,-5.06,-1.09,-0.66,-2.58,-1.47,-0.37
196303,2.57,7.44,2.87,6.97,2.74,1.94,2.02,1.18,1.79,2.87
196304,2.38,5.67,4.69,6.05,6.41,3.73,5.45,7.62,2.4,5.85
196305,1.9,7.86,2.07,-0.11,4.19,-0.64,2.59,-0.25,1.03,3.63
196306,-1.38,-2.79,-2.57,1.21,-4.92,-1.94,-1.36,-1.09,-1.12,-1.3
196307,-0.49,-0.22,-1.41,2.29,-0.69,-0.23,-1.03,0.56,0.8,-1.61
196308,4.89,6.55,6.2,3.93,5.14,4.29,6.43,9.56,4.2,5.49
196309,-1.69,-0.24,-0.76,-3.64,0.13,2.36,0.97,-4.06,-2.5,-3.16
196310,2.65,9.72,2.58,-0.32,8.29,3.4,0.52,3.38,-0.67,1.38
196311,-1.13,-4.84,0.3,-1.15,-0.29,4.16,-1.23,-1.65,-1.02,0.23
196312,2.81,0.27,1.91,4.65,3.05,-0.14,0.34,1.54,2.42,2.8
196401,0.79,1.19,2.69,4.84,2.91,3.35,2.51,3.68,1.4,1.24
196402,1.87,2.14,2.76,1.06,1.96,-0.28,1.62,1.66,0.87,5.45
196403,3.08,0.93,3.7,1.4,3.38,-0.94,2.43,-1.94,-0.75,2.18
196404,-0.48,1.93,-1.72,4.02,-3.63,0.81,2.86,-1.42,1.06,0.26
196405,1.56,1.12,1.77,2.14,2.74,-0.4,3.89,0.53,0.84,2.42
196406,1.61,0.67,0.92,0.65,0.52,4.76,3.82,0.59,2.2,1.36
196407,1.8,5.28,1.34,3.34,-1.8,-1.99,1.23,4.76,4.91,1.34
196408,-0.26,1.33,-1.25,-1.86,-2.75,-1.53,0.34,-4.22,-0.01,-3.13
196409,1.7,5.04,4.77,3.08,1.15,-1.02,3.48,2.73,1.87,4.05
196410,-0.19,0.25,0.3,3.06,-0.99,-0.89,2.32,2.88,0.95,1.84
196411,0.7,-1.38,-0.52,2.55,-0.23,-2.23,3.27,2.17,1.37,-1.8
196412,0.21,1.67,-0.82,-0.24,-0.01,3.1,0.18,4.38,0.5,-1.78
196501,6.1,3.76,5.52,0.51,7.46,0.27,3.06,7.66,3.96,4.72
196502,1.62,-0.69,2.51,-3.36,2.2,0.79,1.37,2.42,0.43,2.58
196503,-0.77,1.39,-1.16,-3.03,-0.48,-1.68,-0.85,-0.92,-0.52,-0.27
196504,4.21,7.04,4.02,0.86,5.14,2.3,6.82,2.98,0.65,2.16
196505,-0.77,-3.53,-0.52,0.86,0.48,2.79,0.18,-1.24,-0.97,-1.68
196506,-5.13,-6.83,-6.21,-1.98,-5.71,-4.14,-6.19,-5.31,-3.66,-6.97
196507,1.61,2.3,2.06,1.81,3.6,-0.38,-1.41,3.95,1.06,3.4
196508,4.11,3.21,3.64,1.56,5.88,1.33,2.28,6.29,0.92,5.07
196509,0.48,6.97,3.9,4.37,5.29,1.09,-0.68,2.24,1.39,1.8
196510,2.66,6.34,4.45,1.84,5.22,-2.29,0.26,3.23,1.05,4.26
196511,1.12,-4.03,1.39,0.71,2.73,-4.32,1.36,3.8,-1,3.88
196512,1.24,1.23,3.25,0.17,-1.54,-0.86,1.33,3.83,-0.31,3.47
196601,1.92,0.49,2.89,1.04,1.35,-1.3,-4.37,2.74,-3.02,5.25
196602,-0.47,-1.5,-0.73,-3.47,5.03,0.48,-1.87,-1.55,-4.17,2.09
196603,-2.68,-3.06,-1.79,-2.23,-0.9,-4.84,-2.14,-1.6,-0.14,-2.84
196604,0.43,0.11,2.79,3.13,7.65,1.26,3.07,-0.02,1.19,3.04
196605,-4.91,-8.11,-5.61,-3.74,-6.05,-2.98,-2.86,-5.26,-2.73,-7.87
196606,-1.82,-2.11,-0.98,-2.28,-0.13,0.49,-2.37,0.99,-1.78,0.74
196607,-1.21,-2.44,-1.51,0.4,-1.76,-1.17,-1.97,-1.72,-0.18,-2.05
196608,-7.11,-7.47,-7.92,-6.36,-5.98,-4.6,-6.41,-8.07,-8.59,-11.75
196609,-1.48,-1.04,-3.6,3.94,-1.9,-0.57,-1.96,-1.13,4.36,-1.86
196610,4.5,0.57,2.5,8.47,0.3,9.19,-1.43,4.87,9.94,3.12
196611,2.33,-3.51,2.69,-1.14,10.88,-2.84,0.73,6.89,-1.36,7.95
196612,0.22,-2.61,1.37,-0.66,0.41,2.98,-4.09,-0.17,2.1,2.09
196701,9.42,12.19,11.19,3.59,10.2,6.23,11.81,6.41,2.84,11.97
196702,2,-1.01,1.19,-0.07,6.17,2.15,3.2,1.42,-1.72,-0.24
196703,4.45,4.27,5.76,3.61,5.44,2.94,2.39,7.83,1.53,4.18
196704,4.59,10.83,3.71,1.67,7.73,0.19,9.18,4.46,1.88,2.22
196705,-2.63,-7.28,-3.64,-2.42,-4.44,-5.67,-4.66,-5.29,-4.11,-1.89
196706,2.65,1.52,2.09,2.28,6.32,2.72,3.83,5.38,-1.31,3.78
196707,6.03,10.71,5.08,6.92,3.92,-6.62,5.99,3.79,2.33,7.85
196708,-0.84,0.08,-0.48,-1.46,-1.01,-1.25,0.49,0.66,-0.65,-0.31
196709,3.13,4.98,3.08,4.21,8.36,1.2,2.27,2.89,-0.09,1.35
196710,-2.66,-4.88,-4.44,-0.99,4.8,-3.49,0.67,-5.01,-5.36,-5.23
196711,0.56,-0.69,0.67,0.78,1.37,0.09,0.81,1.33,3.17,-0.4
196712,3.2,0.88,5.21,3.09,2.19,0.13,3.44,1.62,3.28,5.49
196801,-0.58,-5.16,-6.47,-0.89,-8.69,2.69,1.12,-6.57,0.2,-1.84
196802,-2.67,-2.31,-4.28,-2.65,-4.55,-2.4,-0.78,-4.24,-1.48,-3.56
196803,0.74,0.52,0.79,0.76,4.16,-1.12,2.89,0.1,-3.93,-0.09
196804,11.09,12.01,10.64,5.68,12.38,2.22,12.34,11.9,2.49,12.1
196805,5.02,-0.37,3.17,1.26,3.81,-0.74,3.5,3.34,0.45,6.25
196806,1.19,-1.65,-0.28,1.81,-2,4.15,0.41,2.25,8.44,2.99
196807,-3.9,-2.85,-4.29,5.28,-5.6,-0.19,-5.07,-4.1,0.17,-2.76
196808,2.81,1.16,3.28,1.28,0.53,1.26,2.25,0.68,-0.87,2.82
196809,4.86,6.87,4.51,3.53,2.95,2.95,7.88,0.85,0.27,9.17
196810,0.87,4.7,0.94,2.55,-4.99,3.17,0.74,-0.05,0.49,1.1
196811,4.66,-0.42,5.81,5.56,8.62,5.39,5.09,8.1,8.79,7.63
196812,-1.04,-4.42,-3.52,-2.56,-5.37,-6.64,-4.1,-1.03,-2.88,-3.75
196901,-1.2,-1.87,-0.35,-1.12,-4.68,1.2,-1.04,-0.23,2.41,0.88
196902,-6.59,-3.37,-5.84,-4.6,-3.58,-3.32,-4.09,-5.14,-5.2,-8.35
196903,0.76,5,2.53,7.09,5.46,-0.42,5.14,3.34,-1.29,0.75
196904,1.03,1.3,1.31,-0.35,3.91,7.73,3.71,4.98,1.34,1.81
196905,1.19,-0.02,-0.87,3.69,-1.7,1.06,0.57,1.66,0.02,-1.11
196906,-7.33,-5.97,-6.8,-9.92,-0.13,-3.98,-5.4,-5.03,-5.74,-10.67
196907,-6.93,-7,-5.58,-9.63,-5.42,-4.49,-8.53,-2.73,-2.98,-9.13
196908,5,3.01,4.12,6.58,7.03,1.66,8.17,9.2,-1.29,9.02
196909,0.26,-0.39,-2.1,-9.63,0.21,-4,-0.62,2.17,-4.14,-0.74
196910,8.35,3.87,6.6,-1.06,5.8,3.5,6.7,8.97,8.28,7.93
196911,-2.4,-4.43,-3.57,-4.51,-1.79,1.18,-4.25,0.34,-5.26,-5.54
196912,-1.96,-3.43,-1.28,-3.01,-0.75,-5.51,-3.03,4.3,-0.65,-3.75
197001,-4.3,-8.24,-7.21,-11.44,-9.07,-2.56,-5.91,-7.11,-4.23,-8.81
197002,4.72,5.86,4.81,5.38,2.95,7.95,5.29,5.57,8.36,9.4
197003,-0.86,4.98,-0.5,-0.43,-2.58,2.29,-1.7,-5.1,2.91,-1.91
197004,-10.2,-8.77,-9.04,-9.15,-14.34,-8.79,-11.25,-10.12,-8.06,-13.7
197005,-7.51,-6.23,-7.75,2.63,-9.54,-3.74,-9.63,-7.74,-5.36,-8.31
197006,-1.57,-3.8,-4.72,-2.46,-11.76,-8.48,-4.01,-0.48,-4.7,-6.82
197007,6.69,10.32,4.95,12.77,2.41,10.27,10.59,2.14,8.71,8.02
197008,1.5,8.29,4.54,6.53,7.99,2.5,5.22,1.8,4.67,5.03
197009,5.63,2.81,4.04,3.27,10.17,-0.93,7.96,8.01,-0.54,7.61
197010,0.65,-2.06,-3.14,2.97,-3.54,-3.75,-1.63,0.31,-0.8,-5.89
197011,4.8,6.84,3.93,4.89,4.08,6.11,6.84,2.97,9.39,3.74
197012,7.45,6.27,8.03,2.28,4.43,6.85,5.35,5.34,7.13,8.37
197101,4.92,3.76,6.02,0.39,5.44,9.75,8.26,4.92,2.95,7.79
197102,3.79,2.24,1.22,4.73,2.78,-5.3,3.68,1.31,-2.58,2.22
197103,4.47,3.48,4.23,2.71,8.08,0.73,6.75,3.68,2.39,5.94
197104,2.21,8.56,4.44,4.34,2.37,0.82,4.99,4.23,-3.54,4.34
197105,-3.05,-4.35,-2.21,-4.68,-6.11,-5.21,-1.9,-2.13,-3.69,-4.53
197106,-0.12,-0.52,0.44,1.04,-2.17,1.05,0.44,2.05,4.29,-1.32
197107,-2.13,-5.28,-5.03,-2.15,-8.6,-3.69,-3.56,-2.17,-2.15,-3.86
197108,3.13,10.53,6.49,-1.16,5.7,-0.24,6.21,3.15,-2.33,6.98
197109,-0.05,-0.05,-0.24,-1.67,-1.56,0.27,0.68,0.66,-1.49,-0.42
197110,-4.33,-5.06,-6.03,-4.3,-4.37,-1.83,-3.39,-2.47,2.04,-4.21
197111,-0.38,0.17,-0.93,0.02,1.77,0.43,0.25,0.69,-1.22,-0.27
197112,10.52,6.21,10.04,8.83,11.28,7.55,10.29,7.79,8.12,8.22
197201,2.51,3.38,3.36,0.16,8.42,1.01,0.26,2.63,-0.32,3.36
197202,4.64,0.57,4.86,2.61,1.88,0.24,5.59,7.12,-2.5,2.25
197203,0.09,4.29,2.52,-5.45,1.09,-0.33,2.03,0.46,-0.14,2.29
197204,1.9,-0.59,1.87,-0.66,0.74,-1.06,-0.6,1.1,-2.8,1.79
197205,0.4,-1.2,2.1,3.62,3.71,1.24,1.47,3.71,-0.17,-0.63
197206,-1.11,-2.92,-2.21,-0.98,-2.55,-2.64,-3.95,2.54,-1.56,-4.51
197207,-1.61,-2,0.45,-1.09,0.95,0.74,-2.47,3.1,0.05,-2.96
197208,-0.1,3.75,2.21,12.41,2.86,5.18,-0.4,1.05,5.95,3.55
197209,-2.6,-0.92,-1.18,-0.21,-1.16,4.27,-0.56,-0.43,0.18,-1.74
197210,0.02,-2.35,1.07,3.12,-3.3,2.27,0.9,1.5,6.77,1.12
197211,6.87,8.1,4.23,6.19,2.5,7.04,5.96,-0.53,6.39,5.12
197212,0.53,1.74,0.82,1.05,1.99,1.45,1.84,3.73,-1.54,-0.76
197301,-4.71,-6.69,-3.64,5.02,1.92,-2.12,-4.28,-1.18,-4.28,-7.47
197302,-4.36,-6.03,-2.17,-7.36,-3.03,-4.64,-6.44,-0.71,-1.98,-6.09
197303,-1.04,-2.85,-0.42,3.12,-1.23,0.53,-5.71,0.78,-2.16,-0.29
197304,-6.29,-5.1,-4.56,-1.03,-6.7,0.86,-8.38,-5.48,-0.58,-7.79
197305,-2.12,-4.3,-1.24,-3.45,-2.59,-0.84,-2.17,1.07,0.36,-5.03
197306,-3.48,-2.61,-0.44,1.61,-0.09,-0.32,-5.74,0.02,-2.47,-0.28
197307,7.53,7.2,6.57,0.34,4.98,-0.31,11.02,6.87,-2.39,9.56
197308,-3.32,-3.91,-1.62,-3.74,-3.68,-3.93,-4.23,-6.91,-2.09,-2.24
197309,5.87,7.85,4.58,9.27,-2.8,7.67,7.44,0.79,7.9,7.2
197310,-2.34,-4.5,0.27,5.22,3.85,-5.54,-3.51,1.83,-3.38,-1.05
197311,-14.31,-16.19,-14.49,-6.17,-11.46,-1.94,-18.72,-7.77,-11.61,-13.45
197312,-1.62,-3.77,1.01,8.6,-4.32,4.54,-0.4,-4.48,3.41,2.47
197401,2.38,6.28,0.41,-7.52,1.25,2.01,6.81,-2.52,4.55,1.11
197402,0,-0.99,-0.11,-1.48,-0.6,4.76,0.93,-1.23,0.27,1.03
197403,-1.85,0.03,-0.89,-3.33,-2.76,-4.59,-3.32,1.21,-3.63,-3.64
197404,-3.77,-3.94,-2.39,-6.3,-3.68,-5.31,-1.97,-1.48,-12.19,-6.39
197405,-2.82,0.52,-2.09,-7.48,-4.26,-1.52,1.16,-0.12,-4.89,-8.41
197406,-0.56,-2.71,-0.3,-0.27,-2.95,0.3,-2.72,-1.62,-6.17,-5.5
197407,-10.21,-11.74,-7.29,-0.65,-8.45,-7.63,-12.89,-14.06,0.79,-6.64
197408,-10.27,-6.7,-10.21,-8.54,-4.9,-0.04,-13.04,-8.11,-8.62,-10.62
197409,-12.15,-12.76,-12.54,-7.87,-16.88,-3.81,-12.02,-15.55,-1.34,-9.58
197410,15.64,4.1,16.26,20.97,14.83,10.85,10.23,29.52,13,20.22
197411,-3.84,-4.67,-6.16,-4.18,-4.92,-3.09,-5.73,-1.2,-0.15,-2.76
197412,-0.6,-3.86,-4.46,0.79,-5.3,1.57,-3.41,-3.37,-0.83,-4.35
197501,18.88,21.31,14.47,6.51,15.29,11.1,25.86,-0.61,18.84,17.81
197502,4.1,4.58,8.12,2.28,13.21,5.16,5,16.04,0.92,2.84
197503,7.07,6.69,5.07,-2.2,1,-0.85,10.48,1.28,-1.34,4.11
197504,3.11,4,9.45,7.26,5.54,-0.95,2.59,0.72,-1.58,3.3
197505,5.21,2.62,2.6,12.35,5.86,3.52,4.23,6.48,8.45,5.69
197506,5.35,10.2,3.64,6.24,2.27,4.07,7.52,0.91,10.77,5.95
197507,-5.39,-2.06,-5.85,-4.18,-9.4,-4.22,-7.45,-12.03,-4.78,-6.12
197508,-3.12,-3.43,-0.88,-0.94,-2.97,-3.59,-0.25,-3.34,-1.3,-5.12
197509,-2.51,-2.56,-5.65,-1.15,-0.84,-1.25,-3.5,-6.54,-0.97,-6.3
197510,10.55,8.87,5.65,-1.39,8.38,6.82,9.8,10.68,6.51,3.91
197511,4.09,3.4,3.18,-1.63,5.02,4.26,4.42,5.12,3.12,3.56
