Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
19520213,-0.21,-0.62,-1.09,-0.38,-0.75,-1.14,-0.89,-0.47,-0.79,-0.52,-0.42,-0.75,-0.64,-0.32,-0.25,-0.4,-0.61
19520214,-0.34,-0.35,-0.4,-0.37,-0.37,-0.38,0.14,0.08,-0.45,0.03,-0.37,0,-0.39,-0.24,-0.05,-0.3,-0.36
19520215,0.06,0.11,0.13,-0.11,-0.12,-0.33,-0.12,-0.21,-0.28,0.01,-0.13,-0.16,0.54,0.25,-0.05,0,0.03
19520216,0.04,0.39,-0.2,0.2,-0.01,0.03,0.14,0.18,-0.04,-0.23,0.06,0.1,-0.03,0.1,0.05,0.39,0.04
19520218,-0.25,-0.83,-0.66,-0.29,-0.42,-0.34,-0.93,-0.54,-0.41,-0.18,-0.52,-0.34,-0.05,-0.24,-0.42,-0.38,-0.31
19520219,-0.85,-1.35,-2.19,-0.97,-0.79,-1.77,-1.16,-1.18,-1.87,-1.37,-1.06,-1.04,-1.69,-0.85,-0.4,-0.93,-1.4
19520220,-0.67,-0.9,-1.59,-1.17,-0.74,-0.8,-0.72,-0.96,-1.48,-1.29,-0.98,-0.77,-0.93,-0.9,-0.75,-0.52,-0.85
19520221,0.33,1.31,0.44,0.32,0.22,0.52,0.7,0.63,0.65,0.04,0.52,1,0.9,0.21,0.3,0.41,0.46
19520223,0.33,0.65,0.89,0.16,0.51,0.72,0.62,0.7,0.88,0.67,0.28,0.28,0.86,0.27,0.12,0.3,0.25
19520225,-0.12,-0.38,-0.43,-0.1,-0.27,0.26,-0.08,-0.03,-0.19,0.21,0,-0.42,-0.41,0.24,-0.18,0.01,-0.23
19520226,-0.03,-0.69,-0.94,-0.1,-0.28,-0.78,-0.06,-0.42,-0.92,-1.06,-0.25,-0.55,-0.82,0.07,-0.36,-0.68,-0.47
19520227,-0.14,0.03,0.46,-0.33,0.32,0.87,-0.17,0.19,-0.11,-0.26,0.2,0.03,0.56,0.08,-0.02,0.15,0.16
19520228,0.36,0.31,2.05,0.05,0.62,1.06,-0.2,0.53,0.29,0.58,0.67,0.08,0.34,0.23,0.12,0.79,0.25
19520229,0.09,-0.09,-0.05,0.44,-0.05,-0.1,-0.25,-0.14,0.01,-0.08,-0.05,-0.03,-0.12,-0.22,0.06,0.37,0.1
19520301,0.15,1.55,0.05,-0.05,-0.01,-0.16,0.44,-0.11,0.11,-0.28,0.11,0.04,0.34,-0.29,0.14,-0.02,0.07
19520303,0.06,-0.09,0.44,-0.26,-0.13,0.29,0.08,0.09,-0.2,0.31,0.36,0.12,0.27,0.12,0.01,0.6,0.36
19520304,0.59,0.42,1.53,0.29,0.53,1.21,1.04,0.84,1.27,1.02,0.87,1.33,1.5,0.17,0.58,0.82,1.18
19520305,0.27,0.14,0.35,0.3,0.36,-0.08,0.23,0.61,0.39,0.61,0.25,0.5,0.13,0.4,0.59,0.47,0.37
19520306,0.04,0.39,0.4,0.12,-0.12,-0.23,-0.49,-0.32,-0.1,-0.75,-0.18,-0.31,0.36,0.1,0.29,0,-0.02
19520307,0.01,-0.89,0.55,-0.16,-0.01,-0.12,0.2,0.38,0.04,0.58,0.23,0.23,0.94,0.33,-0.04,0.04,0.41
19520308,0.12,0.02,1.32,0.5,0.27,0.12,0.09,0.16,0.13,0.32,0.08,0.37,0.14,0.06,0.13,0.3,0.22
19520310,-0.07,0.13,-0.63,-0.22,-0.1,-0.76,-0.46,-0.38,-0.88,-0.31,-0.26,-0.5,-0.74,-0.2,-0.03,0.05,-0.62
19520311,-0.02,-0.38,0.32,-0.08,-0.18,0.03,-0.16,-0.05,0.01,0,0.04,0.06,0.48,0.08,-0.26,0.48,0.17
19520312,0.2,-0.88,0.32,0.62,0.63,0.19,0.24,0.08,0.1,0.02,0.17,1.2,0.03,0.11,0.36,0.24,0.31
19520313,-0.08,0.61,0.3,0.07,-0.09,-0.09,-0.16,0.16,0.51,0.42,0.34,0.35,-0.05,-0.09,-0.28,0.57,0.19
19520314,-0.09,0.16,0.84,0.14,-0.19,-0.37,0.02,-0.45,-0.16,-0.35,0.02,-0.77,0.25,0.26,0.14,0.22,-0.19
19520315,-0.14,0.23,1.11,0.06,0.23,0.24,-0.02,0.13,-0.17,0.46,-0.02,-0.02,0.14,-0.14,0.11,-0.03,0.22
19520317,0.12,-0.72,0.54,0.28,-0.33,-0.06,-0.07,0.17,-0.26,-0.29,-0.01,-0.33,-0.18,0.21,-0.24,-0.03,-0.2
19520318,-0.17,-1.07,-0.66,-0.06,-0.21,0.06,0,-0.36,-0.29,-0.25,0.04,-0.1,-0.29,0.12,0.06,-0.31,-0.18
19520319,0.01,0.13,-0.81,-0.1,0.58,-0.19,0.03,0.34,-0.07,0.19,-0.13,0.26,-0.21,0.02,-0.1,0.09,-0.16
19520320,0.12,0.58,0.19,0.14,-0.34,0.19,0.23,0.76,0.88,0.44,0.26,0.82,0.31,0.19,-0.02,-0.25,0.27
19520321,0.05,-0.14,0,0.3,0.32,-0.16,-0.16,0.15,0.07,0.75,0.2,0.43,-0.1,0.28,0.23,0.3,0.29
19520322,0.07,-0.26,-0.3,0.19,0.14,-0.16,0.43,-0.03,-0.11,-0.09,0.09,0.08,-0.01,-0.17,-0.07,-0.05,-0.13
19520324,-0.04,-0.17,0.15,-0.07,-0.3,0.24,-0.45,0.11,-0.38,-0.15,-0.06,-0.33,-0.18,0.07,-0.14,-0.13,0.07
19520325,-0.06,-0.48,-0.53,-0.12,0.31,-0.32,0.05,-0.26,-0.53,-0.31,-0.11,-0.2,-0.52,-0.16,-0.03,-0.12,-0.29
19520326,-0.12,-0.52,-0.31,0.13,-0.14,0.07,-0.3,-0.01,-0.06,-0.43,-0.12,0.01,0.19,-0.03,0.08,-0.18,-0.21
19520327,0.21,0.6,1.32,0.29,-0.18,0.82,0.32,0.13,0.66,0.64,0.12,0.41,0.92,0.03,0.17,0.31,0.08
19520328,-0.02,0.1,0.7,0.39,0.24,0.48,0.09,0.67,0.34,0.55,0.19,0.65,0.56,0.12,-0.03,0.34,0.26
19520329,0.28,0.51,0.81,0.26,-0.13,0.41,0.11,0.26,1.56,0.14,0.5,0.4,0.46,-0.03,0.33,0.16,0.28
19520331,-0.09,0.15,0.17,0,-0.22,0.16,-0.3,0.26,-0.51,1.56,-0.04,-0.22,0.02,-0.01,0.11,-0.31,0.08
19520401,-0.05,-0.67,-1.19,-0.9,-0.71,-0.39,-1.21,-0.58,-1.28,-0.94,-0.64,-0.95,-0.75,-0.27,-0.17,-0.13,-0.75
19520402,0.24,0.3,0.4,-0.08,0.37,-0.17,0.25,-0.06,0.03,-0.11,0.22,-0.05,-0.08,0.03,0,0.23,0.17
19520403,-0.2,-0.31,1.08,-0.1,0.3,-0.15,0.23,0.28,-0.35,0.05,0.3,-0.06,-0.27,-0.04,-0.4,0.3,0.1
19520404,-0.31,-0.23,-1.01,-0.36,-0.32,-0.73,-0.52,-0.36,-0.62,-0.96,-0.42,-0.69,-0.83,-0.26,-0.21,-0.41,-0.7
19520405,0.1,0.06,-0.46,-0.06,-0.19,-0.09,-0.11,0.03,0.07,0.16,0.07,0.12,-0.16,0.05,0.12,-0.15,-0.17
19520407,-0.49,-0.45,-1.21,-0.62,-0.77,-0.93,-0.36,-0.89,-1.22,-0.67,-0.69,-0.92,-1.11,-0.39,-0.71,-0.33,-0.56
19520408,0.1,-0.16,0.83,0.16,0,0.57,0.12,0.09,1.02,0.1,0.08,0.34,0.6,0.37,-0.11,0.3,0.33
19520409,0.06,-0.01,-0.03,0.18,0.28,-0.15,0.2,0.43,-0.16,0.73,0.28,-0.01,-0.14,0.18,0.14,-0.48,0.13
19520410,0.01,0.46,0.66,-0.09,-0.12,-0.55,0.05,-0.1,0.14,0.06,0.12,0.01,0.94,0.09,0.25,0.34,0.02
19520412,0.11,0.23,0.05,0.53,0.47,-0.42,0.11,-0.12,-0.18,0.25,0.16,0.13,0.18,0.12,0.28,-0.03,0.43
19520414,-0.62,-2.28,-1.1,-0.47,-0.96,-1.02,-0.48,-0.43,-1.21,-0.56,-0.61,-0.84,-1.28,-0.52,-0.32,-1.1,-0.49
19520415,-0.6,-0.49,-2.1,-0.75,-0.75,-1.38,-0.93,-1.27,-1.34,-1.88,-1.27,-1.14,-1.51,-0.6,-0.53,-0.72,-0.92
19520416,0,0.23,-0.19,0.59,0,0.84,0.03,0.36,0.38,0.46,0.27,-0.07,0.39,-0.05,-0.21,0.22,0.13
19520417,-0.48,-0.71,-1.89,-0.88,-0.58,-1.45,-0.44,-0.93,-1.1,-0.93,-0.73,-0.22,-0.61,-0.5,-0.3,-0.64,-0.9
19520418,0.2,0.01,0.65,-0.12,0.66,0.65,0.33,0.62,1.14,0.05,0.25,0.97,0.81,0.25,0.48,0.46,0.4
19520419,0.22,0.28,-0.08,0.26,-0.02,0.21,-0.07,0.34,-0.01,0.56,0.06,0.41,0.5,0.09,0.18,0.07,0.16
19520421,0.09,0.2,0.74,-0.01,0.06,0.48,0.25,0.08,0.68,0.54,0.64,0.59,0.44,0.38,0.2,0.39,0.37
19520422,-0.04,-1.01,-0.52,-0.27,-0.54,-0.58,-1.23,-0.35,-0.63,-0.18,-0.18,-0.3,-0.54,-0.16,0.06,-0.31,-0.49
19520423,-0.24,-0.62,-0.87,-0.31,-0.14,-0.91,-0.4,-0.28,-0.68,-0.93,-0.49,-0.18,-0.5,-0.16,0.05,-0.32,-0.38
19520424,-0.3,-0.31,-0.61,-0.47,-0.61,-0.86,-0.47,-0.59,-0.85,-0.4,-0.57,-0.22,-0.17,-0.46,-0.19,-0.53,-0.69
19520425,0.04,0.22,0.21,-0.14,0.22,0.32,0.35,0.32,0.49,0.28,0.13,0.47,1.62,0.45,0.44,0.54,0.31
19520426,-0.38,0.03,0.15,0.61,0.33,0.13,-0.02,-0.02,0.3,0.04,0.47,0.41,0.72,0.11,0.27,0.53,0.11
19520428,-0.16,-0.25,-0.36,-0.61,-0.36,-0.33,-0.28,-0.27,-0.74,-0.4,-0.29,-0.87,-0.3,-0.06,-0.31,-0.2,-0.34
19520429,-0.27,-1.28,-0.64,-0.22,-0.53,-0.57,-0.26,-0.61,-0.32,-0.44,-0.39,-0.8,-0.42,-0.17,-0.31,-0.54,-0.41
19520430,-0.52,-0.23,-0.81,-0.36,-0.12,-0.88,-0.24,-0.72,-0.97,-1.28,-0.58,-0.89,-0.97,-0.17,-0.55,-0.26,-0.8
19520501,-0.69,-1.18,-1.31,-1.01,-1.41,-0.86,-0.4,-1.29,-1.36,-0.51,-0.95,-0.94,-1.13,-0.48,-0.44,-0.25,-1.13
19520502,1.01,1.73,2.39,0.45,2.02,1.63,0.82,0.98,2.06,1.51,1.51,1.91,1.77,0.8,0.81,0.52,1.49
19520503,0.21,0.37,0.76,0.36,0.5,0.37,0.21,0.4,0.57,0.47,0.25,0.44,0.3,0.1,0.08,0.48,0.22
19520505,0.08,-0.1,0.3,-0.28,-0.04,-0.1,-0.21,-0.09,-0.27,-0.6,0.01,0,0.25,0.2,0.17,-0.05,-0.13
19520506,0.14,0.52,0.22,-0.23,-0.28,0.49,0.25,0,0.38,0.37,0.18,0.07,0.31,0.25,0.34,0.49,0.44
19520507,0.15,0.44,0.98,0.1,-0.27,0.43,0.51,0.6,0.6,-0.3,0.15,0.18,0.7,0.34,0.26,0.63,0.3
19520508,-0.01,0.15,0.27,0.53,0.56,0.72,0.7,0.28,0.18,0.41,0.59,0.97,0.07,0.17,0.93,0.29,0.61
19520509,-0.21,-0.2,-0.47,0.03,0.25,0.02,-0.05,0.26,-0.02,0.18,-0.11,0.29,0.03,0,0.08,0.05,0.07
19520510,0.21,0.61,-0.12,0.2,0.01,0.18,-0.09,-0.01,-0.01,-0.8,0.12,0.13,0.02,0.06,0.1,0.22,0.18
19520512,-0.03,-0.79,-0.42,-0.16,-0.34,-0.29,-0.32,-0.18,-0.38,0.19,0.09,-0.05,-0.26,0.09,0.07,0.08,-0.39
19520513,-0.06,-0.09,0.3,-0.02,-0.06,0.3,-0.28,0.19,0.21,-0.01,0.04,-0.23,0.15,0.11,-0.31,-0.36,0.24
19520514,-0.2,0.05,-0.49,-0.12,-0.41,-0.26,-0.2,-0.21,-0.44,-0.42,-0.23,-0.39,-0.39,-0.12,-0.11,-0.25,-0.38
19520515,-0.07,-0.46,-0.37,-0.39,-0.09,-0.75,-0.2,-0.65,-0.62,-0.84,-0.41,-0.48,-0.31,-0.02,-0.22,-0.71,-0.57
19520516,-0.05,0.21,0.18,0.25,0.28,0.27,0.1,0.4,-0.16,0.34,0.02,0.1,0.14,0.16,0.11,0.04,-0.03
19520517,0.29,0.11,-0.1,0.16,0,-0.01,0.04,0.11,0.16,-0.1,0.28,0.26,0.24,-0.01,0.06,0.27,-0.1
19520519,-0.09,0.05,0.23,0.59,-0.07,0.05,-0.06,-0.38,0.07,0.12,-0.34,-0.3,0.22,-0.01,0.11,-0.22,-0.21
19520520,0.29,0.43,0.75,0.86,-0.17,0.94,-0.06,0.87,0.25,0.83,0.53,0.25,0.53,0.53,0.09,0.28,0.5
19520521,0.47,0.22,0.24,0.67,0.17,0.48,-0.11,0.26,0.44,0.44,0.32,0.83,0.17,0.26,0.38,0.15,0.17
19520522,0.21,1.14,0.6,0.73,-0.11,0.71,0.21,0.39,0.98,0.04,0.53,0.53,1.15,0.34,0.6,0.33,0.18
19520523,-0.25,0.25,0.16,0.26,0.23,-0.14,0.11,0.32,0.04,0.02,-0.04,-0.23,-0.21,0.03,-0.08,0.26,0.14
19520524,0.01,-0.25,-0.22,0.13,-0.28,0.33,0.21,-0.17,0.14,-0.07,0.13,0.16,0.21,0.09,0.16,0.16,-0.06
19520526,-0.05,0.38,0.02,0.17,0.38,0.09,-0.23,0.25,0.28,0.1,0.08,0.05,0.22,0.26,0.16,0.78,0.07
19520527,-0.12,-0.15,-0.26,0.04,-0.07,-0.23,0.06,-0.43,-0.34,0.33,-0.07,-0.24,-0.13,-0.02,-0.14,0,-0.07
19520528,0.03,0.05,-0.29,0.06,-0.24,-0.39,-0.13,0.07,-0.06,-0.18,-0.09,-0.21,0.27,0.03,-0.14,-0.02,-0.71
19520529,-0.04,-1.01,-0.25,-0.34,-0.31,-0.24,-0.33,0.07,-0.23,0.11,-0.13,-0.01,0.03,0.1,0.04,0.01,-0.21
19520602,-0.28,-0.01,-0.32,-0.2,-0.28,-0.26,0.04,-0.11,-0.14,0.03,-0.38,0,-0.21,0.04,-0.07,0.07,-0.15
19520603,-0.02,-0.24,-0.26,-0.03,0.03,-0.13,-0.44,-0.43,-0.07,-0.64,-0.03,-0.14,0.17,-0.02,-0.17,-0.07,0.1
19520604,0.27,0.4,0.54,0.07,0.09,0.55,-0.18,0.63,0.66,0.14,0.42,0.2,1.6,0.28,0.34,0.37,0.31
19520605,0.32,0.54,0.49,0.44,0.55,0.51,0.65,0.12,1.49,1.08,0.87,0.38,0.55,0.4,0.25,-0.31,0.43
19520606,0.39,0.53,0.87,0.4,0.3,0.79,0.37,0.53,0.79,0.29,0.42,0.66,0.63,0.18,0.37,0.33,0.73
19520609,0.33,0.4,0.42,0.46,0.3,0.22,0.05,0.32,0.49,0.19,0.23,0.16,0.56,0.09,-0.07,0.33,0.53
19520610,-0.16,-0.41,-0.31,0.12,-0.23,-0.3,0.02,0.14,-0.99,-0.84,-0.33,-0.45,-0.49,-0.01,-0.05,-0.02,-0.16
19520611,0.11,-0.27,0.85,0.25,0.15,0.32,-0.27,0.26,0.3,0.17,0.21,0.18,0.44,-0.02,-0.01,0.56,0.31
19520612,-0.18,0.33,0.25,0.04,-0.25,-0.15,-0.07,0.44,-0.09,-0.03,0.06,-0.3,0.17,-0.1,0.04,0.1,0.13
19520613,0.15,-0.02,0.16,0.09,0.18,0.4,0.46,0.09,0,-0.48,-0.07,-0.13,0.27,0.07,0.13,0.15,0.03
19520616,-0.18,0.05,-0.25,0.45,0.44,0.08,-0.64,-0.22,-0.39,0.27,-0.19,-0.06,-0.21,0.15,-0.13,0.04,-0.17
19520617,-0.09,-0.14,-0.02,-0.02,0.2,0.05,-0.19,-0.02,-0.01,-0.18,0.02,-0.11,0.2,-0.02,-0.01,0.17,0.03
19520618,-0.02,0.24,0.31,0.25,0.48,0.17,0.16,0.06,0.43,0.12,0.13,0.1,0.54,0,0.24,0.27,0.34
19520619,0.26,-0.38,0.04,-0.16,0.35,0.38,0.27,0.14,0.36,0.47,0.21,0.54,0.31,0.15,0.22,0.35,0.38
19520620,-0.1,0.48,0.34,0.14,0.41,0.13,-0.3,-0.03,-0.12,0.15,0.13,0.43,0.02,0.06,0.35,0.01,0.02
19520623,0.14,-0.46,0.08,0.23,0.29,-0.43,0.04,-0.01,-0.04,0.67,-0.01,-0.29,-0.07,0.03,-0.23,0.21,0.1
19520624,-0.19,-0.13,0.05,-0.28,-0.28,0.09,-0.18,-0.46,-0.04,-0.37,-0.19,-0.31,-0.17,0.02,0.07,-0.21,-0.14
19520625,0.2,1.46,0.75,0.06,-0.03,-0.2,0.5,0.14,0.61,-0.23,0.23,0.44,0.45,0.13,0.39,-0.01,0.55
19520626,0.13,-0.11,0.22,0.21,0.17,0.03,0.23,0.01,0.4,0.55,0.24,0.3,0.38,0,0.44,-0.04,0.09
19520627,0.37,0.26,0.11,0.26,0.35,0.23,0.33,0.33,0.3,0.3,0.13,0.17,0.09,0.13,0.5,0.38,0.07
19520630,0.12,0.31,-0.05,0.17,-0.16,0.53,-0.12,0.4,0.8,0.72,0.19,0.11,0.75,0.1,0.42,-0.25,0.37
19520701,0.08,1,0.94,0.22,0.71,0.36,0.24,0.08,1.07,0.01,0.78,0.48,0.04,0.06,0.92,0.05,0.31
19520702,0.21,-0.58,-0.21,-0.23,-0.64,-0.58,-0.08,0.15,-0.25,-0.4,-0.18,-0.07,-0.33,-0.03,-0.15,0.13,-0.1
19520703,-0.28,-0.09,0.51,0.29,0.95,-0.22,-0.41,-0.01,0.17,0.25,0.11,0.32,-0.16,0.35,0.17,-0.11,0.05
19520707,-0.2,0.02,-0.33,-0.36,0.32,-0.63,-0.26,0.04,-0.27,0.13,-0.1,-0.24,-0.85,0,-0.04,-0.63,-0.19
19520708,0.08,0.3,0.16,-0.39,-0.26,-0.21,0.12,0.06,-0.26,-0.22,0.09,-0.1,-0.11,-0.01,-0.05,0.18,0.06
19520709,0.01,0.14,-0.27,-0.22,-0.22,-0.07,0.43,0.08,-0.22,-0.2,0.04,-0.21,-0.28,-0.18,0.09,0,-0.17
19520710,-0.15,-0.86,-0.08,0.07,0.15,-0.4,-0.18,0.11,-0.16,-0.74,-0.32,-0.4,-0.2,0.01,0.03,0.22,-0.41
19520711,0.18,0.39,0.51,0.27,-0.01,0.38,0.25,0.2,1.16,0.46,0.47,0.69,0.74,0.16,0.21,0.55,0.51
19520714,0.25,0.65,-0.24,0.34,0.14,-0.08,-0.15,0.06,0.33,-0.1,0.1,0.3,0.06,0.23,0.19,0.02,0.06
19520715,0.12,0.31,0.19,-0.06,0.52,1.05,-0.01,0.43,0.75,0.88,0.28,0.57,0.19,-0.1,0.28,0.64,0.25
19520716,0.01,-0.52,-0.57,-0.17,-0.13,0.24,0.25,0.14,0,-0.49,0.16,0.09,-0.34,0.07,-0.13,-0.02,-0.07
19520717,-0.35,-0.12,-0.58,-0.19,-0.34,-0.44,-0.4,-0.29,-0.7,-0.43,0.12,-0.52,-0.52,0.16,-0.22,-0.22,-0.14
19520718,-0.22,-0.65,-1.29,-0.32,-0.55,-0.42,0.03,-0.79,-0.47,0.03,-0.5,-0.38,-0.73,-0.23,0.09,-0.1,-0.43
19520721,-0.11,0.79,0.2,-0.25,-0.67,-0.12,-0.04,0.26,0.05,0.11,0.02,0.03,0.03,0.06,-0.06,-0.25,0.23
19520722,0.34,-0.25,0.31,0.24,0.17,0.15,0.15,-0.07,-0.06,-0.11,0.34,-0.23,0.31,0.13,-0.28,0.49,0.33
19520723,0.1,-0.08,0.71,0.26,0.27,0.67,0.02,0.6,0.63,0.41,0.29,0.54,0.34,0.27,0.21,0.27,0.35
19520724,0.11,0.29,0.04,0.23,0.25,0.3,-0.15,0.37,0.83,0.31,0.69,0.76,0.81,0.06,0.2,0.37,0.23
19520725,0.12,0.38,-0.31,-0.07,-0.1,-0.42,0.24,-0.31,-0.29,-0.33,0.05,0.32,-0.23,0.08,-0.02,-0.11,0.03
19520728,-0.08,0.44,-0.19,0.1,-0.15,0.07,-0.35,-0.07,-0.37,-0.55,-0.01,-0.21,0.2,0.03,0.07,0.26,0.02
19520729,0.13,-0.08,-0.15,0.25,-0.09,-0.17,0.24,0.31,0.02,-0.16,-0.04,0.05,0.44,0.3,-0.11,0.38,0.17
19520730,0.1,-0.35,0.04,-0.01,-0.45,0.25,-0.18,0.03,0.44,0.06,0.24,0.35,0.27,0.25,0.3,0.11,-0.03
19520731,-0.01,-0.14,-0.12,-0.03,-0.17,0.13,-0.32,0.08,0.16,0.4,0.11,-0.01,0.44,0.23,0.18,0.3,0.21
19520801,0.08,0.63,-0.04,-0.12,0.38,-0.24,0.31,-0.01,0,0.2,0,0.09,0.01,0.13,0.07,0.12,0.11
19520804,-0.01,0.35,-0.39,-0.12,0.36,-0.08,-0.09,-0.21,-0.49,-0.41,-0.03,-0.51,-0.19,0.07,-0.43,-0.08,-0.12
19520805,0.19,-0.21,-0.08,0.17,-0.07,-0.15,-0.12,-0.12,0.03,-0.16,-0.09,0.53,-0.12,0.34,-0.11,-0.58,0
19520806,0.38,0.44,-0.06,0.06,0.37,0.22,0.67,-0.09,-0.1,-0.08,0.13,0.21,0.3,0.21,0.35,0.88,0.21
19520807,0.24,-0.15,0.37,0.11,0.19,0.05,0.49,0.2,0.28,0.43,0.34,0.34,0.58,0.27,0.18,-0.01,-0.05
19520808,-0.03,-0.02,-0.32,0.17,0.54,-0.34,-0.4,0.28,0,0.45,0.18,-0.02,-0.08,0.18,0.14,-0.01,0.25
19520811,0.28,0.03,-0.3,-0.16,-0.01,-0.07,0.31,0.37,-0.11,-0.13,-0.25,0.39,-0.14,0.13,-0.09,0.3,0.04
19520812,-0.38,-0.65,-1.07,-0.38,-0.35,-0.59,-0.33,-0.6,-0.97,0.05,-0.56,-0.65,-1.08,-0.31,-0.49,-0.56,-0.12
19520813,0.24,0.67,-0.17,-0.2,-0.37,-0.22,-0.26,0.02,0.38,0.44,0.03,0.36,0.19,0.17,-0.12,-0.02,-0.17
19520814,0,-0.16,-0.11,0.33,0.17,0.5,0.17,0.25,-0.09,-1.26,0.14,0.06,0.1,0.02,-0.03,0.11,0.06
19520815,0.03,0.38,-0.51,-0.21,-0.03,-0.25,-0.11,-0.04,-0.47,0.15,0.11,-0.33,-0.26,0.12,0.08,-0.08,-0.1
19520818,-0.43,-1.59,-1.4,-0.08,-0.62,-1.01,-0.84,-0.69,-1.05,-0.11,-0.98,-0.76,-1.56,-0.46,-0.4,-0.66,-0.75
19520819,-0.06,0.4,0.15,-0.2,-0.27,-0.19,0.41,-0.05,-0.24,-0.62,0.03,-0.11,0.1,0.17,0.11,-0.28,-0.03
19520820,-0.04,-0.23,0.35,-0.19,0.02,0.31,-0.32,0.24,0.28,0.06,0.33,0.41,0.29,0.15,0.1,-0.08,0.39
19520821,0.18,-0.06,0.28,0.54,-0.03,-0.06,0.41,0.25,-0.18,0.31,0.13,0.29,0.25,0.23,-0.09,0.07,0.26
19520822,0.09,-0.46,-0.08,0.3,0.07,-0.08,0,0.17,-0.09,-0.18,0.01,-0.03,0.18,0.18,0.18,0.31,-0.01
19520825,-0.09,-0.71,-0.49,-0.76,-0.15,-0.38,-0.13,-0.09,-0.49,0.3,-0.28,-0.09,-0.42,-0.14,-0.2,-0.12,0.02
19520826,0.01,-0.34,-0.17,0.17,0.54,0.14,-0.22,-0.14,0.08,0,-0.09,-0.03,-0.02,0.08,0.01,0.02,-0.29
19520827,0.18,0.51,0.72,-0.1,0.76,0.44,-0.12,0.35,0.56,-0.35,0.36,0.27,0.31,0.17,0.16,0.63,0.19
19520828,0.15,0.72,0.6,0.32,0.31,0.18,0.63,0.25,0.64,0.29,0.07,0.25,0.11,0.09,0.17,0.1,0.38
19520829,0.22,0.24,0.36,0.6,0.26,0.57,-0.08,0.4,0.12,0.62,0.39,0.84,0.63,0.41,0.18,0.09,0.17
19520902,0.25,-0.45,0.27,-0.01,-0.08,-0.06,-0.36,0.1,0.68,0.43,0.49,0.2,0.02,0.16,0.37,0.42,0.5
19520903,-0.06,0.51,0.01,0.3,-0.12,-0.17,0.32,0.27,-0.03,-0.12,0.26,0.37,0.1,0.47,-0.11,0.56,0.45
19520904,-0.11,0.01,-0.34,-0.03,-0.61,-0.33,0.02,-0.51,-0.22,0.03,0.2,-0.13,-0.34,0.12,0.01,0.24,0.08
19520905,0.02,-0.64,-0.12,0.01,0.22,-0.3,0.4,0.15,-0.42,0.13,0.12,0.08,-0.38,0.16,-0.1,-0.26,-0.12
19520908,-0.32,-1.13,-0.55,-0.15,-0.48,-0.47,-0.33,-0.56,-0.89,-0.69,-0.39,-0.21,-1.04,-0.28,-0.23,-0.21,-0.32
19520909,-0.77,-0.36,-1.86,-0.82,-0.49,-0.98,-0.35,-0.95,-1.16,-1.21,-0.72,-0.77,-1.34,-0.58,-0.51,-0.49,-0.94
19520910,-0.5,-0.17,-0.27,-0.59,-0.48,-0.72,-0.66,-0.51,-0.25,-0.02,-0.64,-1,-0.26,-0.51,-0.36,-0.6,-0.54
19520911,0.21,0.81,0.15,0.12,0.32,0.3,0.22,0.32,0.17,-0.1,0.32,0.18,0.33,0.38,0.26,0.17,0.41
19520912,0.02,0.23,-0.03,-0.3,-0.15,-0.37,-0.23,-0.14,-0.58,-0.2,-0.28,0.12,-0.12,0.01,0.11,-0.14,-0.17
19520915,-0.5,-0.74,-1.62,-0.03,0.33,-0.87,-0.63,-0.64,-0.99,-0.36,-0.71,-0.69,-1.06,-0.43,-0.61,-0.09,-0.64
19520916,-0.17,-0.45,0.72,-0.28,-0.17,0.64,0.5,0.41,0.49,0.39,0.34,0.17,0.45,0.01,0.12,0.34,0.32
19520917,0.34,0.14,0.63,0.4,0.43,0.58,-0.26,0.4,0.41,-0.27,0.34,0.26,0.44,0.35,-0.12,0.13,0.21
19520918,-0.14,-0.23,-0.4,-0.22,-0.04,0.04,-0.32,-0.14,-0.4,-0.32,-0.11,-0.19,-0.15,0.08,-0.11,0.31,0.27
19520919,0.02,-0.39,0.29,0.19,0.21,-0.09,0.15,0.28,-0.02,0.66,0.09,0.76,0.28,0.17,0.24,0.62,0.67
19520922,0,0.14,-0.01,0.17,0.04,-0.04,0.3,0.1,0.17,0.25,0.15,0.34,0.22,0.14,0.36,-0.3,0.44
19520923,-0.2,0.56,-0.05,0.06,0.8,0.53,0,0,0.14,-0.21,0.28,0.54,0.82,0.17,0.37,0.44,0.36
19520924,0.17,0.64,0.61,0.05,-0.1,0.36,0.24,0.28,0.4,0.12,0.12,0.74,0.85,0.38,0.25,0.21,0.39
19520925,-0.17,0.04,-0.14,-0.38,-0.3,-0.04,-0.13,0.15,0.43,0.18,0.21,-0.12,0.06,-0.09,-0.17,0.16,0
19520926,-0.29,0.38,-0.73,-0.15,-0.06,-0.36,-0.06,-0.34,-0.61,-0.53,0.12,-0.27,-0.16,0.23,-0.03,-0.02,-0.13
19520929,-0.27,0.27,-0.22,0.08,-0.45,-0.42,-0.05,-0.19,-0.2,-0.28,-0.44,0.24,-0.01,-0.09,-0.18,-0.19,0.06
19520930,-0.38,-0.72,-0.98,-0.62,-0.5,-0.77,-0.11,-0.32,-0.76,-0.54,-0.56,-0.83,-0.76,-0.11,-0.55,-0.64,-0.53
